date,Equity
2022-01-04,0.6828068686955241
2022-01-05,0.7096395144933443
2022-01-06,0.7093626300065567
2022-01-07,0.7215388909770156
2022-01-10,0.7155087648688758
2022-01-11,0.7088857043290387
2022-01-12,0.6998218930879867
2022-01-13,0.7234782039131527
2022-01-14,0.7064541121082246
2022-01-18,0.7161891653548156
2022-01-19,0.7235588830190853
2022-01-20,0.7247453201608365
2022-01-21,0.7360799877514762
2022-01-24,0.7358052413534605
2022-01-25,0.752826789766065
2022-01-26,0.7437160911936066
2022-01-27,0.7620212660945578
2022-01-28,0.7419867285517805
2022-01-31,0.7176599355802357
2022-02-01,0.7217736679322521
2022-02-02,0.7268480606627794
2022-02-03,0.7593420545663124
2022-02-04,0.7698485093454087
2022-02-07,0.7744569199057402
2022-02-08,0.7749927562349525
2022-02-09,0.7566458734045236
2022-02-10,0.7653332514990633
2022-02-11,0.7790944445006361
2022-02-14,0.7745429562795079
2022-02-15,0.7542467218539679
2022-02-16,0.7588402694300409
2022-02-17,0.7802448831143024
2022-02-18,0.7848901505897907
2022-02-22,0.7905882858586757
2022-02-23,0.8036301717253743
2022-02-24,0.7783887447592623
2022-02-25,0.7851142681010755
2022-02-28,0.7649990042495118
2022-03-01,0.7767917090083535
2022-03-02,0.7656499146067891
2022-03-03,0.7874487456783691
2022-03-04,0.8032659690343166
2022-03-07,0.8435991529703867
2022-03-08,0.8340543914530905
2022-03-09,0.7978704215925444
2022-03-10,0.8057613461553063
2022-03-11,0.8269641804542025
2022-03-14,0.8557866711299329
2022-03-15,0.8230238453948423
2022-03-16,0.7864354396216385
2022-03-17,0.7751456519671743
2022-03-18,0.7443795771560071
2022-03-21,0.7423396503356129
2022-03-22,0.7215637599677232
2022-03-23,0.7256203822415142
2022-03-24,0.7029913689380526
2022-03-25,0.7055682062834485
2022-03-28,0.6886293215357591
2022-03-29,0.6789740711997081
2022-03-30,0.6908198437997977
2022-03-31,0.6993066029391665
2022-04-01,0.7004224257295248
2022-04-04,0.6975762727041032
2022-04-05,0.7039624524902567
2022-04-06,0.7139649847379888
2022-04-07,0.7145435744169119
2022-04-08,0.7256907102530319
2022-04-11,0.7378999061958349
2022-04-12,0.741117228814194
2022-04-13,0.7248940799094745
2022-04-14,0.7342130992110685
2022-04-18,0.7336897962059399
2022-04-19,0.7326238102780886
2022-04-20,0.7251555003650456
2022-04-21,0.7379025874295978
2022-04-22,0.751257555911301
2022-04-25,0.7438425563112016
2022-04-26,0.7478071076288323
2022-04-27,0.7442175847004655
2022-04-28,0.7388046206029764
2022-04-29,0.7704879796636391
2022-05-02,0.7684555850068568
2022-05-03,0.7721301011453392
2022-05-04,0.7633360475264114
2022-05-05,0.7898884463499268
2022-05-06,0.7999706768199475
2022-05-09,0.8302154605872075
2022-05-10,0.8219340888109986
2022-05-11,0.8476430063972696
2022-05-12,0.8481891959052118
2022-05-13,0.8184154908574027
2022-05-16,0.827877526420466
2022-05-17,0.8300208226791107
2022-05-18,0.8636736868882571
2022-05-19,0.8581792912190314
2022-05-20,0.8687396277356972
2022-05-23,0.8740466348659217
2022-05-24,0.8987269160422089
2022-05-25,0.8766067292014735
2022-05-26,0.849663939715256
2022-05-27,0.8321965438085074
2022-05-31,0.8298285927235834
2022-06-01,0.8369216723661489
2022-06-02,0.8140903364790795
2022-06-03,0.8349156348896243
2022-06-06,0.9658926858106766
2022-06-07,0.9705962992914298
2022-06-08,0.9708829551789837
2022-06-09,0.9839752506880967
2022-06-10,1.001712194619236
2022-06-13,1.0364944139205665
2022-06-14,1.0275954020581028
2022-06-15,1.0031013163856646
2022-06-16,1.0290262036887678
2022-06-17,1.0196983230141055
2022-06-21,1.0100308435147984
2022-06-22,1.0170929452543616
2022-06-23,1.0094158213517428
2022-06-24,0.9886745221091093
2022-06-27,0.9936398049116103
2022-06-28,1.0194384860662933
2022-06-29,1.020466566177297
2022-06-30,1.0256611888395086
2022-07-01,1.0090324515175697
2022-07-05,1.0173987347720195
2022-07-06,1.0195716079601311
2022-07-07,1.0305792824030873
2022-07-08,1.027524907219851
2022-07-11,1.020751432513518
2022-07-12,1.0339137658377513
2022-07-13,1.0248350865487967
2022-07-14,1.0117487605786428
2022-07-15,1.0233954514413603
2022-07-18,0.9210559062972243
2022-07-19,0.9409583038523689
2022-07-20,0.947841664617803
2022-07-21,0.9318801881073197
2022-07-22,0.9077810785548152
2022-07-25,0.9063094064009022
2022-07-26,0.9157064988937779
2022-07-27,0.9235225925923304
2022-07-28,0.90451791038098
2022-07-29,0.8832843459772536
2022-08-01,0.8823526268538969
2022-08-02,0.8786619059935058
2022-08-03,0.8922682130542541
2022-08-04,0.904335301064566
2022-08-05,0.9124657100706073
2022-08-08,0.9019441234338579
2022-08-09,0.8961483080488198
2022-08-10,0.9126404629241723
2022-08-11,0.9185580894328305
2022-08-12,0.9221136615040375
2022-08-15,0.9188301635660742
2022-08-16,0.9124846729627101
2022-08-17,0.9059384426476592
2022-08-18,0.9096671354214747
2022-08-19,0.8948773561520026
2022-08-22,0.8881372350502021
2022-08-23,0.8861063736409086
2022-08-24,0.8889186212121404
2022-08-25,1.0005182014097358
2022-08-26,0.9865817494980114
2022-08-29,0.9800908913752759
2022-08-30,0.978034786907153
2022-08-31,0.9781574646565394
2022-09-01,0.9664218638589287
2022-09-02,0.9586023655143264
2022-09-06,0.953704519400617
2022-09-07,0.9492576966657061
2022-09-08,0.9550158806624112
2022-09-09,0.9604492949094601
2022-09-12,0.9628043672471319
2022-09-13,0.9351620006089439
2022-09-14,0.9295361757043901
2022-09-15,0.927720666184168
2022-09-16,0.9308536555423543
2022-09-19,0.9327325199075227
2022-09-20,0.9322064123630253
2022-09-21,0.9275928254371051
2022-09-22,0.9296314785927673
2022-09-23,0.9375861535330086
2022-09-26,0.922350774164595
2022-09-27,0.9193325091439141
2022-09-28,0.9230445870158486
2022-09-29,0.9167277789464252
2022-09-30,0.9130655021838132
2022-10-03,0.9206137243393218
2022-10-04,0.9112932055153778
2022-10-05,0.9162990852940368
2022-10-06,0.912512327061181
2022-10-07,0.9374916359355295
2022-10-10,0.9397970569014568
2022-10-11,0.9441668539074863
2022-10-12,0.9482870081349787
2022-10-13,0.9544302892997851
2022-10-14,0.9876865330824851
2022-10-17,0.9596997876577825
2022-10-18,0.9569542481418788
2022-10-19,0.9523785778618644
2022-10-20,0.9610373430802759
2022-10-21,0.9633197868742442
2022-10-24,0.9665463155509889
2022-10-25,0.9405066536469535
2022-10-26,0.9595779957574196
2022-10-27,0.9992807443989477
2022-10-28,1.0118926509182429
2022-10-31,1.025159473959393
2022-11-01,1.019818407445227
2022-11-02,1.0280076729901872
2022-11-03,1.0153011403090262
2022-11-04,1.0219352701164315
2022-11-07,1.0284464111346878
2022-11-08,1.0341596861444882
2022-11-09,1.0430043644487255
2022-11-10,1.0147925436327268
2022-11-11,1.0004553379443855
2022-11-14,1.006334357609567
2022-11-15,0.9898714870846357
2022-11-16,1.011389654483258
2022-11-17,1.0263394785229158
2022-11-18,1.0315213941935426
2022-11-21,1.0420737685738068
2022-11-22,1.0380348713130658
2022-11-23,1.0228831713739914
2022-11-25,1.0230195026164957
2022-11-28,1.016369212685194
2022-11-29,1.018113315351888
2022-11-30,1.002016440662326
2022-12-01,1.0021490102038078
2022-12-02,0.9983401274884991
2022-12-05,0.9967294037234372
2022-12-06,0.9762598118647966
2022-12-07,0.9775388008546123
2022-12-08,0.9940741793911034
2022-12-09,0.9891348695524593
2022-12-12,1.0019662567102403
2022-12-13,1.0269318059759969
2022-12-14,1.0236527664123414
2022-12-15,0.9916144609597262
2022-12-16,1.0022628747510927
2022-12-19,0.9849402167565277
2022-12-20,0.9999670764649461
2022-12-21,1.0133110558895135
2022-12-22,1.0044406824748144
2022-12-23,1.0121458875266984
2022-12-27,1.0093467368483673
2022-12-28,0.997005904048949
2022-12-29,1.0056540375593876
2022-12-30,1.0068773495593344
2023-01-03,1.0260078086568905
2023-01-04,1.0142712489661472
2023-01-05,1.0202920893758516
2023-01-06,1.023491598551378
2023-01-09,1.0097503045487337
2023-01-10,1.01031467904501
2023-01-11,1.0204203515773937
2023-01-12,1.006309507617571
2023-01-13,1.0169794135252381
2023-01-17,0.9913297638894638
2023-01-18,0.9949798003065246
2023-01-19,0.9978618321653743
2023-01-20,0.9908044187609231
2023-01-23,0.9721284792556596
2023-01-24,0.9699383279327639
2023-01-25,0.9670933227595707
2023-01-26,0.9449648219745923
2023-01-27,0.9304553082589188
2023-01-30,0.9513164806140741
2023-01-31,0.9453941438316896
2023-02-01,0.9374064674136154
2023-02-02,0.899713260685259
2023-02-03,0.9176284272384438
2023-02-06,0.9160079821449553
2023-02-07,0.9073671264762119
2023-02-08,0.9067288751458845
2023-02-09,0.9134297043511547
2023-02-10,0.9194175406605762
2023-02-13,0.9056207134345069
2023-02-14,0.9057115653801442
2023-02-15,0.9156957124973174
2023-02-16,0.9195651678512047
2023-02-17,0.932997549312935
2023-02-21,0.9314325049899438
2023-02-22,0.9309565484446356
2023-02-23,0.9028608233446431
2023-02-24,0.9015068392063501
2023-02-27,0.9078500844957577
2023-02-28,0.8995159927655404
2023-03-01,0.8988430981358806
2023-03-02,0.8877694973806731
2023-03-03,0.8799050240911159
2023-03-06,0.8846826166606194
2023-03-07,0.8820772856898657
2023-03-08,0.8699577991480627
2023-03-09,0.877600905135282
2023-03-10,0.8800607461463398
2023-03-13,0.8858287999277421
2023-03-14,0.8708483792820383
2023-03-15,0.8713622046094387
2023-03-16,0.8530890057826149
2023-03-17,0.8610366624947376
2023-03-20,0.8632688314623423
2023-03-21,0.8583540381527202
2023-03-22,0.8567767345910434
2023-03-23,0.852811211715631
2023-03-24,0.8608978316058726
2023-03-27,0.8646663819289695
2023-03-28,0.8645153077954618
2023-03-29,0.8639902498183569
2023-03-30,0.8645778223648976
2023-03-31,0.8672295149027003
2023-04-03,0.8769987099149341
2023-04-04,0.8861234831825147
2023-04-05,0.901408468736035
2023-04-06,0.9100684579821826
2023-04-10,0.9039003278079595
2023-04-11,0.9028029680691434
2023-04-12,0.9152500039456684
2023-04-13,0.9118909354916068
2023-04-14,0.9012775338613677
2023-04-17,0.8911104844578034
2023-04-18,0.8800295184165496
2023-04-19,0.8772328877296262
2023-04-20,0.8963747965372384
2023-04-21,0.8898872834724066
2023-04-24,0.8916853948207841
2023-04-25,0.9000709018827362
2023-04-26,0.9119168978577603
2023-04-27,0.9222605684303512
2023-04-28,0.9220557930263849
2023-05-01,0.9188226545609716
2023-05-02,0.9159061430938599
2023-05-03,0.9122171625199833
2023-05-04,0.9072487782809774
2023-05-05,0.8862732050360755
2023-05-08,0.8874448955790291
2023-05-09,0.8917005225844191
2023-05-10,0.8876309693791952
2023-05-11,0.8918837991239881
2023-05-12,0.898340982796059
2023-05-15,0.8963871554290819
2023-05-16,0.8913905977004752
2023-05-17,0.8834978528398442
2023-05-18,0.873732512642996
2023-05-19,0.8730572085348982
2023-05-22,0.8674169189149453
2023-05-23,0.8712990761290779
2023-05-24,0.869795354310906
2023-05-25,0.8307968614559473
2023-05-26,0.8175570813254094
2023-05-30,0.8047436499712884
2023-05-31,0.8122367167036304
2023-06-01,0.8001485414493337
2023-06-02,0.8096015773866867
2023-06-05,0.8148739563622099
2023-06-06,0.820391386739258
2023-06-07,0.8381132764352462
2023-06-08,0.8368677669527932
2023-06-09,0.8423657425093599
2023-06-12,0.8341726329250878
2023-06-13,0.83582735503433
2023-06-14,0.8269701346419484
2023-06-15,0.8223753612310494
2023-06-16,0.8269212046398112
2023-06-20,0.8279009287353009
2023-06-21,0.8247279053521057
2023-06-22,0.8182006474486393
2023-06-23,0.8158119446425228
2023-06-26,0.8172277648901023
2023-06-27,0.8067555923055189
2023-06-28,0.8140102851897726
2023-06-29,0.8222675810266145
2023-06-30,0.8149698225339732
2023-07-03,0.8248889675648109
2023-07-05,0.8265025779212507
2023-07-06,0.8235452886406663
2023-07-07,0.8158378305368319
2023-07-10,0.816480106913251
2023-07-11,0.8099854657601122
2023-07-12,0.7973352706613895
2023-07-13,0.7914028753540416
2023-07-14,0.796421031254084
2023-07-17,0.7911215008850406
2023-07-18,0.7831477466420471
2023-07-19,0.7773578254152407
2023-07-20,0.7896946254736611
2023-07-21,0.8013701270448153
2023-07-24,0.8069858410061961
2023-07-25,0.7999981753915496
2023-07-26,0.8113971854455668
2023-07-27,0.8051957772864182
2023-07-28,0.7971279945011476
2023-07-31,0.7921429801233962
2023-08-01,0.8013251202727287
2023-08-02,0.8026965150138846
2023-08-03,0.7998438255523888
2023-08-04,0.7965467111133757
2023-08-07,0.8040173075712561
2023-08-08,0.8019388766864489
2023-08-09,0.8017885786124688
2023-08-10,0.7984625159731765
2023-08-11,0.794252845691789
2023-08-14,0.8017760331300291
2023-08-15,0.8115500423368726
2023-08-16,0.8149434972818989
2023-08-17,0.8140292470536257
2023-08-18,0.81856444544228
2023-08-21,0.8172358072363537
2023-08-22,0.8114233174980675
2023-08-23,0.8097251479339509
2023-08-24,0.8168006345438963
2023-08-25,0.8077607512347902
2023-08-28,0.8090384611190052
2023-08-29,0.8014886356433865
2023-08-30,0.7988146718528011
2023-08-31,0.7953934814337383
2023-09-01,0.7995559286787126
2023-09-05,0.7940179425830964
2023-09-06,0.7969350844106496
2023-09-07,0.7934524530522454
2023-09-08,0.7935796798665639
2023-09-11,0.7720355805214507
2023-09-12,0.7817693711938
2023-09-13,0.7791538724878605
2023-09-14,0.7747764158065553
2023-09-15,0.7756241070709021
2023-09-18,0.7781649911971911
2023-09-19,0.7761972450243411
2023-09-20,0.7818904905371661
2023-09-21,0.792426939493701
2023-09-22,0.7945770706890807
2023-09-25,0.7906423828174604
2023-09-26,0.7988059990355942
2023-09-27,0.8023302543510591
2023-09-28,0.7973554587955416
2023-09-29,0.7977939030676442
2023-10-02,0.7907533991835738
2023-10-03,0.8037931071524884
2023-10-04,0.7874202974586663
2023-10-05,0.789371186578716
2023-10-06,0.7828060396502317
2023-10-09,0.7831580790554651
2023-10-10,0.7763727917850618
2023-10-11,0.7654584881456553
2023-10-12,0.7675688433867904
2023-10-13,0.7847480091028107
2023-10-16,0.7757071897194228
2023-10-17,0.7798889257288626
2023-10-18,0.7948851124283789
2023-10-19,0.8096505269219623
2023-10-20,0.8244189241262356
2023-10-23,0.8100162699732578
2023-10-24,0.7995328204466035
2023-10-25,0.8393192491587597
2023-10-26,0.8566290876827412
2023-10-27,0.8329958242306665
2023-10-30,0.8295972546849087
2023-10-31,0.8313132214105655
2023-11-01,0.81598388811902
2023-11-02,0.8089458813147921
2023-11-03,0.8037974682799655
2023-11-06,0.8037152831512422
2023-11-07,0.7985133239337954
2023-11-08,0.7990898366606324
2023-11-09,0.8040178894154353
2023-11-10,0.7946538994970852
2023-11-13,0.7858663164822746
2023-11-14,0.77334916952123
2023-11-15,0.7757776677877695
2023-11-16,0.7931896894985634
2023-11-17,0.7915992407553327
2023-11-20,0.7886582506912212
2023-11-21,0.7874483816221374
2023-11-22,0.7918961069686774
2023-11-24,0.7960860679216312
2023-11-27,0.7935198488616763
2023-11-28,0.7877633534230744
2023-11-29,0.7948094382911408
2023-11-30,0.8091126377169484
2023-12-01,0.8167218476502385
2023-12-04,0.8200558013235749
2023-12-05,0.8221037402650229
2023-12-06,0.8218950270026177
2023-12-07,0.8149447681805675
2023-12-08,0.8190055392738336
2023-12-11,0.8204102299379203
2023-12-12,0.8184847627366891
2023-12-13,0.8204575866063495
2023-12-14,0.8388094561517804
2023-12-15,0.8346779097992394
2023-12-18,0.8232453602219555
2023-12-19,0.8246001001536165
2023-12-20,0.8120497458419034
2023-12-21,0.8131520977423581
2023-12-22,0.8089838988442718
2023-12-26,0.8130093284650363
2023-12-27,0.8159615865735289
2023-12-28,0.8129203172190413
2023-12-29,0.8127487578111816
2024-01-02,0.8143746764967192
2024-01-03,0.8170834320532455
2024-01-04,0.8219008680945945
2024-01-05,0.8222828338996915
2024-01-08,0.82152344398052
2024-01-09,0.8223160276359008
2024-01-10,0.817622247011839
2024-01-11,0.8206996261178425
2024-01-12,0.8205955379984732
2024-01-16,0.8269816144176341
2024-01-17,0.8291212369267609
2024-01-18,0.8319700900971219
2024-01-19,0.83211532426684
2024-01-22,0.8377907687327764
2024-01-23,0.8365089300605678
2024-01-24,0.8347779962919382
2024-01-25,0.8500563847292727
2024-01-26,0.8461666281068863
2024-01-29,0.8366094855701314
2024-01-30,0.842506763918035
2024-01-31,0.8585366958913867
2024-02-01,0.851338243265913
2024-02-02,0.8110599273192961
2024-02-05,0.8302146252376716
2024-02-06,0.8287013127040672
2024-02-07,0.8208092098159049
2024-02-08,0.8168817833200746
2024-02-09,0.8113303424701331
2024-02-12,0.8180939850430378
2024-02-13,0.8308571387183277
2024-02-14,0.8207276969066857
2024-02-15,0.8098614814300786
2024-02-16,0.8137572327027023
2024-02-20,0.8099611627751625
2024-02-21,0.8061355519418459
2024-02-22,0.8118403130197713
2024-02-23,0.8158878206245349
2024-02-26,0.90729620376465
2024-02-27,0.9056006450588079
2024-02-28,0.9044551615598678
2024-02-29,0.897724256120053
2024-03-01,0.8972470573652255
2024-03-04,0.881364605377173
2024-03-05,0.8782839128477946
2024-03-06,0.8736136825324804
2024-03-07,0.8763625962002517
2024-03-08,0.8731105076645227
2024-03-11,0.8864135950700199
2024-03-12,0.884624864281206
2024-03-13,0.873821247903544
2024-03-14,0.8653878775370148
2024-03-15,0.8707375883160198
2024-03-18,0.8806843285716184
2024-03-19,0.8776880880927317
2024-03-20,0.8776559056800834
2024-03-21,0.865320658642165
2024-03-22,0.8737841471448151
2024-03-25,0.8797646183687489
2024-03-26,0.8835141171550938
2024-03-27,0.8830708521414239
2024-03-28,0.8816791718089777
2024-04-01,0.8815778706263759
2024-04-02,0.8869724403182152
2024-04-03,0.8783115018927334
2024-04-04,0.8677753442807574
2024-04-05,0.8654570253351787
2024-04-08,0.8593103099149921
2024-04-09,0.8571170095713753
2024-04-10,0.8593218830636635
2024-04-11,0.8670880273439904
2024-04-12,0.8812466420004197
2024-04-15,0.8886479739510328
2024-04-16,0.8906209541114796
2024-04-17,0.8919535734704972
2024-04-18,0.901153030807803
2024-04-19,0.8950754318544002
2024-04-22,0.9032030518088339
2024-04-23,0.9007533643226747
2024-04-24,0.8793318219053052
2024-04-25,0.8941138966415915
2024-04-26,0.9105624943655469
2024-04-29,0.8907265159672306
2024-04-30,0.9013823163841966
2024-05-01,0.909085966363423
2024-05-02,0.9013113615266807
2024-05-03,0.9026999272448328
2024-05-06,0.8861336618271083
2024-05-07,0.8918474046835267
2024-05-08,0.8926359599254522
2024-05-09,0.8971056171616336
2024-05-10,0.8995877095743202
2024-05-13,0.9019893795685043
2024-05-14,0.8913923220457419
2024-05-15,0.8898507344374154
2024-05-16,0.9035789678704673
2024-05-17,0.9021161300043032
2024-05-20,0.9068439204356942
2024-05-21,0.8982576204624247
2024-05-22,0.9071503732446415
2024-05-23,0.8951434856159926
2024-05-24,0.8808370758556375
2024-05-28,0.8673837361335368
2024-05-29,0.8694992862778429
2024-05-30,0.8760732189124742
2024-05-31,0.8808376649966786
2024-06-03,0.8818032909658328
2024-06-04,0.88278177086625
2024-06-05,0.8832544756848404
2024-06-06,0.8837573180280284
2024-06-07,0.8881363942842745
2024-06-10,1.025413703674954
2024-06-11,1.0489549783556178
2024-06-12,1.0453764933272705
2024-06-13,1.0304982818026878
2024-06-14,1.028109558950485
2024-06-17,1.0249934514092058
2024-06-18,1.0146227848378266
2024-06-20,1.0223755814054132
2024-06-21,1.0268510886248945
2024-06-24,1.032749278834006
2024-06-25,1.0209514704100953
2024-06-26,1.0217429091331156
2024-06-27,1.027805990079491
2024-06-28,1.0151782782342418
2024-07-01,1.0132450277202891
2024-07-02,0.9943353477571404
2024-07-03,0.9783539035310284
2024-07-05,0.9870249060781684
2024-07-08,0.9817386168043954
2024-07-09,0.9693718201516528
2024-07-10,0.9703430630313878
2024-07-11,0.9891373229460521
2024-07-12,0.9835524126135391
2024-07-15,0.9781925650111154
2024-07-16,0.9752077196808521
2024-07-17,0.9835298555250777
2024-07-18,0.9902685054252645
2024-07-19,1.0005474276534438
2024-07-22,0.9864613170172511
2024-07-23,0.9867244711248854
